Id,UID,UTC,UTCMilliseconds,PCLocalTime,PCTime,ChannelBitmap,SequenceBitmap,UpdateOf,Source,encounterCount,sightingNum,classifiedAs,classifierUsed,classifier2Used,voteList,spList,freqMax,freqMin,duration,freqBeg,freqEnd,freqRange,dcMean,dcStdDev,freqMean,freqStdDev,freqMedian,freqCenter,freqRelBW,freqMaxMinRatio,freqBegEndRatio,freqQuarter1,freqQuarter2,freqQuarter3,freqSpread,dcQuarter1Mean,dcQuarter2Mean,dcQuarter3Mean,dcQuarter4Mean,freqCOFM,freqStepUp,freqStepDown,freqNumSteps,freqSlopeMean,freqAbsSlopeMean,freqPosSlopeMean,freqNegSlopeMean,freqSlopeRatio,freqBegSweep,freqBegUp,freqBegDwn,freqEndSweep,freqEndUp,freqEndDwn,numSweepsUpDwn,numSweepsDwnUp,numSweepsUpFlat,numSweepsDwnFlat,numSweepsFlatUp,numSweepsFlatDwn,freqSweepUpPercent,freqSweepDwnPercent,freqSweepFlatPercent,numInflections,inflMaxDelta,inflMinDelta,inflMaxMinDelta,inflMeanDelta,inflStdDevDelta,inflMedianDelta,infldur,stepdur,freqPeak,bw3db,bw3dbLow,bw3dbHigh,bw10db,bw10dbLow,bw10dbHigh,rmsSignal,rmsNoise,snr,nCrossings,sweepRate,meanTimeZC,medianTimeZC,varianceTimeZC,whaleTrain,clickType,ici,offlineEventID,latitude,longitude
2778,2778,5/13/2014 17:11,595,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1828-B16h24m05s13may2014-Channel1-20140513_171104.csv              ,1828,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.08667-0.0-0.03733-0.264-0.0-0.09333-0.128-0.15333-0.23733-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18234.375,17765.625,0.159,17953.125,18000,468.75,0,0,17985.35156,116.9920245,17953.125,18000,0.026041667,1.026385224,0.997395833,17953.125,17953.125,18187.5,140.625,0,0,0,0,0.0515625,0,0,0,482.9545455,12698.86364,16477.27273,-13088.47403,-1.258914729,2,1,0,0,0,1,1,1,0,0,0,0,42.85714286,57.14285714,0,2,0.064,0.064,1,0.064,0,0.064,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,2779,5/13/2014 17:11,886,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1829-B16h24m05s13may2014-Channel1-20140513_171105.csv              ,1829,AutoEvent3          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.112-0.0-0.03333-0.25733-0.0-0.344-0.024-0.04133-0.188-)                                                                      ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13218.75,10921.875,0.18,13125,10921.875,2296.875,0,0,12107.14286,843.2347328,12328.125,12070.3125,0.190291262,1.210300429,1.201716738,12843.75,12375,11296.875,1488.28125,0,0,0,0,0.1828125,0,0,0,-11623.446,13065.75369,9375,-13373.3165,-0.701022817,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,2780,5/13/2014 17:11,917,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1830-B16h24m05s13may2014-Channel1-20140513_171105.csv              ,1830,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.27733-0.0-0.00667-0.26267-0.0-0.112-0.068-0.18133-0.092-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15750,10265.625,0.309,10265.625,15750,5484.375,0,0,13435.54688,1361.082546,13382.8125,13007.8125,0.421621622,1.534246575,0.651785714,12609.375,13312.5,14343.75,1558.59375,0,0,0,0,0.2859375,0,0,0,17481.62673,18593.28681,18857.34117,-12784.09091,-1.475063131,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,2781,5/13/2014 17:11,400,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1831-B16h24m05s13may2014-Channel1-20140513_171107.csv              ,1831,AutoEvent3          ,Tt                  ,NWAtlWhist.model                                                                                                                ,,(0.07733-0.0-0.028-0.24-0.0-0.10933-0.16533-0.07333-0.30667-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18515.625,17671.875,0.182,18515.625,17671.875,843.75,0,0,18109.375,250.3485294,18140.625,18093.75,0.046632124,1.047745358,1.047745358,18093.75,18234.375,18281.25,375,0,0,0,0,0.065625,0,0,0,-2736.852537,10650.81358,13849.43182,-13387.66611,-1.034491875,0,0,1,0,0,1,2,2,0,1,0,1,30,60,10,4,0.043,0.01,4.3,0.025,0.016703293,0.022,21.97802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,2782,5/13/2014 17:11,901,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1832-B16h24m05s13may2014-Channel1-20140513_171111.csv              ,1832,AutoEvent3          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.21067-0.0-0.01333-0.08667-0.0-0.34667-0.13067-0.132-0.08-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14812.5,13078.125,0.202,13078.125,14390.625,1734.375,0,0,14329.6875,539.2180125,14578.125,13945.3125,0.124369748,1.132616487,0.908794788,13968.75,14718.75,14718.75,644.53125,0,0,0,0,0.13125,0,0,0,6349.681021,12290.66986,14756.94444,-9406.565657,-1.568791946,2,1,0,0,0,1,1,0,0,0,0,0,68.75,31.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,2783,5/13/2014 17:11,541,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1833-B16h24m05s13may2014-Channel1-20140513_171112.csv              ,1833,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.02267-0.0-0.024-0.15733-0.0-0.24933-0.18533-0.06667-0.29467-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11062.5,7828.125,0.266,10921.875,7875,3234.375,0,0,9239.783654,1132.655742,8953.125,9445.3125,0.342431762,1.413173653,1.386904762,10687.5,8953.125,8296.875,2085.9375,0,0,0,0,0.309375,0,0,0,-11470.64394,16455.49242,12462.12121,-21817.29403,-0.571203798,0,0,1,0,0,1,1,1,0,1,0,1,11.11111111,83.33333333,5.555555556,2,0.009,0.009,1,0.009,0,0.009,7.518796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,2784,5/13/2014 17:11,874,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1834-B16h24m05s13may2014-Channel1-20140513_171113.csv              ,1834,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.05467-0.0-0.024-0.25067-0.0-0.12933-0.124-0.19867-0.21867-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18328.125,17812.5,0.16,17859.375,17812.5,515.625,0,0,18052.73438,172.760503,18000,18070.3125,0.028534371,1.028947368,1.002631579,18140.625,18000,18093.75,257.8125,0,0,0,0,0.1171875,0,0,0,-639.2045455,14303.97727,12810.72443,-18678.97727,-0.685836502,2,1,0,2,1,0,2,1,0,0,0,0,62.5,37.5,0,3,0.053,0.021,2.523809524,0.037,0.022627417,0.037,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,2785,5/13/2014 17:11,283,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1835-B16h24m05s13may2014-Channel1-20140513_171115.csv              ,1835,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.06533-0.0-0.028-0.24133-0.0-0.128-0.10533-0.18267-0.24933-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18234.375,17671.875,0.159,17671.875,17718.75,562.5,0,0,17938.47656,169.1997046,18000,17953.125,0.031331593,1.031830239,0.997354497,18000,18187.5,17765.625,246.09375,0,0,0,0,0.0375,0,0,0,334.5959596,11256.31313,12418.83117,-13652.14646,-0.909661437,2,1,0,2,1,0,2,2,0,0,0,0,57.14285714,42.85714286,0,4,0.076,0.01,7.6,0.039,0.033719431,0.031,25.1572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,2786,5/13/2014 17:11,722,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1836-B16h24m05s13may2014-Channel1-20140513_171116.csv              ,1836,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.248-0.0-0.04-0.04133-0.0-0.2-0.09333-0.216-0.16133-)                                                                         ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12000,11203.125,0.181,11343.75,11390.625,796.875,0,0,11653.64583,232.5140581,11671.875,11601.5625,0.068686869,1.071129707,0.995884774,11531.25,11765.625,12000,363.28125,0,0,0,0,0.0375,0,0,0,462.3440285,10689.61676,7291.666667,-28977.27273,-0.251633987,2,1,0,0,0,1,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,2787,5/13/2014 17:11,99,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1837-B16h24m05s13may2014-Channel1-20140513_171118.csv              ,1837,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.10267-0.0-0.02667-0.24267-0.0-0.096-0.14133-0.19067-0.2-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18187.5,17625,0.159,17625,17812.5,562.5,0,0,17932.61719,132.5479903,17906.25,17906.25,0.031413613,1.031914894,0.989473684,17906.25,17906.25,18046.875,117.1875,0,0,0,0,0.028125,0,0,0,1477.272727,13181.81818,12215.90909,-14630.68182,-0.834951456,2,1,0,0,0,1,1,1,0,0,0,0,80,20,0,2,0.096,0.096,1,0.096,0,0.096,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,2788,5/13/2014 17:11,954,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1838-B16h24m05s13may2014-Channel1-20140513_171119.csv              ,1838,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.20667-0.0-0.064-0.18933-0.0-0.264-0.05067-0.09733-0.128-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11203.125,9562.5,0.277,11015.625,9562.5,1640.625,0,0,10305.28846,519.3940048,10265.625,10382.8125,0.158013544,1.171568627,1.151960784,10781.25,10218.75,9890.625,843.75,0,0,0,0,0.15,0,0,0,-5572.669631,12737.93643,22391.45875,-13463.68093,-1.663100817,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,2789,5/13/2014 17:11,871,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1839-B16h24m05s13may2014-Channel1-20140513_171120.csv              ,1839,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.06533-0.0-0.03333-0.25067-0.0-0.12933-0.108-0.15867-0.25467-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18234.375,17437.5,0.215,17437.5,17765.625,796.875,0,0,17933.03571,186.0715678,17953.125,17835.9375,0.044678055,1.045698925,0.981530343,17953.125,18234.375,18046.875,234.375,0,0,0,0,0.065625,0,0,0,1616.950758,13861.26894,15478.2197,-15305.39773,-1.01129157,2,1,0,0,0,1,2,1,0,0,0,0,60,40,0,3,0.043,0.02,2.15,0.0315,0.016263456,0.0315,13.95348837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,2790,5/13/2014 17:11,202,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1840-B16h24m05s13may2014-Channel1-20140513_171121.csv              ,1840,AutoEvent3          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.25733-0.0-0.05467-0.04-0.0-0.30133-0.1-0.204-0.04267-)                                                                       ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,10687.5,9328.125,0.16,9375,10687.5,1359.375,0,0,9761.71875,509.336655,9492.1875,10007.8125,0.135831382,1.145728643,0.877192982,9328.125,9421.875,10031.25,726.5625,0,0,0,0,0.1359375,0,0,0,7954.545455,11704.54545,16382.57576,-14062.5,-1.164983165,0,0,1,2,1,0,1,0,0,1,1,0,62.5,25,12.5,2,0.107,0.107,1,0.107,0,0.107,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,2791,5/13/2014 17:11,688,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1841-B16h24m05s13may2014-Channel1-20140513_171123.csv              ,1841,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.12267-0.0-0.028-0.18667-0.0-0.12267-0.17067-0.12-0.24933-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18234.375,17765.625,0.159,17765.625,18234.375,468.75,0,0,18064.45313,118.4309035,18046.875,18000,0.026041667,1.026385224,0.974293059,18046.875,18234.375,18000,140.625,0,0,0,0,0.046875,0,0,0,2784.090909,9375,11399.14773,-9886.363636,-1.153017241,2,1,0,2,1,0,2,1,0,1,1,0,55.55555556,33.33333333,11.11111111,4,0.054,0.021,2.571428571,0.042666667,0.018770544,0.053,25.1572327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,2792,5/13/2014 17:11,117,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1842-B16h24m05s13may2014-Channel1-20140513_171125.csv              ,1842,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.148-0.0-0.07467-0.05867-0.0-0.17067-0.27867-0.16-0.10933-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13312.5,12281.25,0.202,12281.25,13078.125,1031.25,0,0,12829.6875,279.6417836,12867.1875,12796.875,0.080586081,1.083969466,0.9390681,12609.375,12937.5,12890.625,421.875,0,0,0,0,0.1078125,0,0,0,4209.0311,14765.2512,13865.82168,-16714.01515,-0.829592504,2,1,0,0,0,1,2,1,0,0,0,0,80,20,0,3,0.054,0.01,5.4,0.032,0.031112698,0.032,14.85148515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,2793,5/13/2014 17:11,483,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1843-B16h24m05s13may2014-Channel1-20140513_171126.csv              ,1843,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.28133-0.0-0.03067-0.13333-0.0-0.21333-0.08667-0.196-0.05867-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14906.25,13078.125,0.234,13078.125,14671.875,1828.125,0,0,13891.40625,588.8709464,13734.375,13992.1875,0.130653266,1.139784946,0.891373802,13312.5,13734.375,14390.625,1019.53125,0,0,0,0,0.1359375,0,0,0,6859.87766,9820.403976,11318.76254,-28125,-0.40244489,2,1,0,2,1,0,1,0,1,0,1,0,80,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,2794,5/13/2014 17:11,914,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1844-B16h24m05s13may2014-Channel1-20140513_171132.csv              ,1844,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.132-0.0-0.03067-0.228-0.0-0.14667-0.10267-0.11733-0.24267-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18234.375,17390.625,0.235,17390.625,17906.25,843.75,0,0,17879.75543,248.3715957,17953.125,17812.5,0.047368421,1.04851752,0.971204188,17671.875,17906.25,18046.875,281.25,0,0,0,0,0.1125,0,0,0,2095.170455,12709.83988,14805.01033,-12973.48485,-1.141174519,2,1,0,0,0,1,1,0,0,0,0,0,55.55555556,44.44444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,2795,5/13/2014 17:11,375,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1845-B16h24m05s13may2014-Channel1-20140513_171134.csv              ,1845,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.04933-0.0-0.02533-0.28933-0.0-0.088-0.08533-0.17467-0.288-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18375,17859.375,0.171,18375,17906.25,515.625,0,0,18011.02941,136.1892319,17953.125,18117.1875,0.028460543,1.028871391,1.02617801,18046.875,18046.875,18046.875,140.625,0,0,0,0,0.0375,0,0,0,-2283.084754,9642.814867,9812.973485,-13629.59957,-0.719975186,0,0,1,2,1,0,3,3,0,0,0,0,54.54545455,45.45454545,0,6,0.055,0.02,2.75,0.0296,0.014892951,0.021,35.0877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,2796,5/13/2014 17:11,439,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1846-B16h24m05s13may2014-Channel1-20140513_171134.csv              ,1846,AutoEvent3          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.15867-0.0-0.06267-0.01467-0.0-0.308-0.20933-0.14133-0.10533-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13031.25,12375,0.151,12468.75,13031.25,656.25,0,0,12646.875,239.1478314,12609.375,12703.125,0.051660517,1.053030303,0.956834532,12468.75,12421.875,12703.125,304.6875,0,0,0,0,0.05625,0,0,0,3990.800866,9429.112554,13419.91342,-9517.045455,-1.410092395,2,1,0,2,1,0,0,1,1,0,0,1,62.5,25,12.5,2,0.096,0.096,1,0.096,0,0.096,13.24503311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,2797,5/13/2014 17:11,494,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1847-B16h24m05s13may2014-Channel1-20140513_171134.csv              ,1847,AutoEvent3          ,Dd                  ,NWAtlWhist.model                                                                                                                ,,(0.412-0.0-0.008-0.06133-0.0-0.24667-0.00933-0.24-0.02267-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12937.5,11203.125,0.18,11203.125,12937.5,1734.375,0,0,11934.89583,568.2470405,11859.375,12070.3125,0.14368932,1.154811715,0.865942029,11390.625,11812.5,12421.875,972.65625,0,0,0,0,0.13125,0,0,0,9689.728164,9689.728164,9689.728164,0,0,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,2798,5/13/2014 17:11,94,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1848-B16h24m05s13may2014-Channel1-20140513_171136.csv              ,1848,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.18533-0.0-0.04667-0.06133-0.0-0.20267-0.208-0.14-0.156-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12843.75,11578.125,0.212,12656.25,11906.25,1265.625,0,0,11984.375,402.7796486,11812.5,12210.9375,0.103646833,1.109311741,1.062992126,12515.625,11671.875,11765.625,515.625,0,0,0,0,0.103125,0,0,0,-3293.087121,12786.45833,8630.337466,-20099.43182,-0.429382161,0,0,1,0,0,1,2,1,0,0,0,0,71.42857143,28.57142857,0,3,0.106,0.054,1.962962963,0.08,0.036769553,0.08,14.1509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,2799,5/13/2014 17:11,202,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1849-B16h24m05s13may2014-Channel1-20140513_171137.csv              ,1849,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.06533-0.0-0.02267-0.27467-0.0-0.11867-0.108-0.15867-0.252-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18328.125,17671.875,0.193,17671.875,17906.25,656.25,0,0,18022.20395,160.389252,18046.875,18000,0.036458333,1.037135279,0.986910995,18328.125,18046.875,18140.625,164.0625,0,0,0,0,0.046875,0,0,0,970.6439394,12334.2803,13304.92424,-14610.38961,-0.910648148,2,1,0,0,0,1,2,2,0,0,0,0,66.66666667,33.33333333,0,4,0.096,0.021,4.571428571,0.053666667,0.038423083,0.044,20.7253886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,2800,5/13/2014 17:11,738,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1850-B16h24m05s13may2014-Channel1-20140513_171138.csv              ,1850,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.19733-0.0-0.04933-0.168-0.0-0.20267-0.12-0.19333-0.06933-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14578.125,13312.5,0.181,13312.5,14437.5,1265.625,0,0,13824.51923,468.9302538,13640.625,13945.3125,0.090756303,1.095070423,0.922077922,13453.125,13500,14578.125,937.5,0,0,0,0,0.1265625,0,0,0,2751.675408,11842.5845,12509.36563,-18181.81818,-0.68801511,2,1,0,2,1,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,2801,5/13/2014 17:11,883,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1851-B16h24m05s13may2014-Channel1-20140513_171140.csv              ,1851,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.20267-0.0-0.04533-0.148-0.0-0.22933-0.124-0.18267-0.068-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14531.25,13453.125,0.18,13453.125,14390.625,1078.125,0,0,13971.35417,372.7432863,13968.75,13992.1875,0.077051926,1.080139373,0.93485342,13687.5,13593.75,14437.5,738.28125,0,0,0,0,0.09375,0,0,0,4998.050357,9810.884581,10489.66225,-20454.54545,-0.512827932,2,1,0,0,0,1,1,0,0,0,0,0,92.30769231,7.692307692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,2802,5/13/2014 17:11,362,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1852-B16h24m05s13may2014-Channel1-20140513_171141.csv              ,1852,AutoEvent3          ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.11333-0.0-0.04267-0.236-0.0-0.13467-0.104-0.10933-0.26-)                                                                     ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,18187.5,17484.375,0.213,17484.375,17906.25,703.125,0,0,17852.67857,205.0135421,17906.25,17835.9375,0.039421813,1.040214477,0.976439791,17625,18000,18000,234.375,0,0,0,0,0.0984375,0,0,0,2428.977273,11931.81818,15956.43939,-11878.55114,-1.343298455,2,1,0,0,0,1,2,1,1,0,1,0,50,41.66666667,8.333333333,3,0.063,0.033,1.909090909,0.048,0.021213203,0.048,14.08450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,2803,5/13/2014 17:11,741,5/13/2014 13:11,8/4/2023 14:33,0,,0,D:\Tailwinds\DolphinSpeciesClassifier\Bruna outputs\Encounter1853-B16h24m05s13may2014-Channel1-20140513_171147.csv              ,1853,AutoEvent3          ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.188-0.0-0.032-0.04667-0.0-0.336-0.19067-0.1-0.10667-)                                                                        ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12984.375,12000,0.181,12375,12843.75,984.375,0,0,12567.70833,325.5104165,12656.25,12492.1875,0.07879925,1.08203125,0.96350365,12140.625,12609.375,12890.625,515.625,0,0,0,0,0.075,0,0,0,2707.219251,9926.470588,10738.63636,-8766.233766,-1.225,0,0,1,0,0,1,1,1,0,0,0,0,75,25,0,2,0.117,0.117,1,0.117,0,0.117,11.04972376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
